timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1608200049229,38,HTTP Request mid,200,OK,Thread Group 3 3-18,bin,true,,1031745,133,30,104,http://192.168.56.101/cassiopea_mid.jpg,4,0,2
1608200049192,106,HTTP Request big,200,OK,Thread Group 2 2-20,bin,true,,2962330,133,44,104,http://192.168.56.101/andromeda_big.jpg,7,0,3
1608200049580,13,HTTP Request small,200,OK,Thread Group 1 1-13,bin,true,,152918,133,30,104,http://192.168.56.101/jupiter_small.jpg,9,0,6
1608200049601,26,HTTP Request mid,200,OK,Thread Group 1 1-29,bin,true,,1031745,133,30,104,http://192.168.56.101/cassiopea_mid.jpg,10,0,1
1608200050230,35,HTTP Request small,200,OK,Thread Group 2 2-45,bin,true,,152918,133,45,105,http://192.168.56.101/jupiter_small.jpg,14,0,2
1608200050208,89,HTTP Request big,200,OK,Thread Group 3 3-11,bin,true,,2962330,133,30,105,http://192.168.56.101/andromeda_big.jpg,5,0,2
1608200050234,64,HTTP Request mid,200,OK,Thread Group 2 2-30,bin,true,,1031745,133,45,105,http://192.168.56.101/cassiopea_mid.jpg,13,0,2
1608200051070,12,HTTP Request small,200,OK,Thread Group 1 1-4,bin,true,,152918,133,30,105,http://192.168.56.101/jupiter_small.jpg,4,0,2
1608200051096,45,HTTP Request mid,200,OK,Thread Group 1 1-30,bin,true,,1031745,133,30,105,http://192.168.56.101/cassiopea_mid.jpg,4,0,1
1608200051070,99,HTTP Request big,200,OK,Thread Group 1 1-20,bin,true,,2962330,133,30,105,http://192.168.56.101/andromeda_big.jpg,4,0,2
1608200051119,69,HTTP Request big,200,OK,Thread Group 1 1-6,bin,true,,2962330,133,30,105,http://192.168.56.101/andromeda_big.jpg,4,0,2
1608200051231,22,HTTP Request mid,200,OK,Thread Group 1 1-9,bin,true,,1031745,133,30,105,http://192.168.56.101/cassiopea_mid.jpg,2,0,1
1608200052177,6,HTTP Request small,200,OK,Thread Group 2 2-46,bin,true,,152918,133,46,106,http://192.168.56.101/jupiter_small.jpg,3,0,2
1608200052218,7,HTTP Request small,200,OK,Thread Group 3 3-31,bin,true,,152918,133,31,107,http://192.168.56.101/jupiter_small.jpg,3,0,1
1608200052579,25,HTTP Request small,200,OK,Thread Group 1 1-14,bin,true,,152918,133,30,107,http://192.168.56.101/jupiter_small.jpg,18,0,2
1608200052567,85,HTTP Request mid,200,OK,Thread Group 1 1-1,bin,true,,1031745,133,30,107,http://192.168.56.101/cassiopea_mid.jpg,6,0,2
1608200052570,82,HTTP Request mid,200,OK,Thread Group 1 1-3,bin,true,,1031745,133,30,107,http://192.168.56.101/cassiopea_mid.jpg,27,0,1
1608200052574,114,HTTP Request big,200,OK,Thread Group 1 1-21,bin,true,,2962330,133,30,107,http://192.168.56.101/andromeda_big.jpg,13,0,2
1608200052569,133,HTTP Request big,200,OK,Thread Group 1 1-2,bin,true,,2962330,133,30,107,http://192.168.56.101/andromeda_big.jpg,9,0,2
1608200053181,22,HTTP Request mid,200,OK,Thread Group 2 2-31,bin,true,,1031745,133,46,107,http://192.168.56.101/cassiopea_mid.jpg,4,0,2
1608200053206,18,HTTP Request small,200,OK,Thread Group 2 2-14,bin,true,,152918,133,46,107,http://192.168.56.101/jupiter_small.jpg,6,0,2
1608200053207,67,HTTP Request big,200,OK,Thread Group 2 2-2,bin,true,,2962330,133,46,107,http://192.168.56.101/andromeda_big.jpg,9,0,4
1608200054085,45,HTTP Request big,200,OK,Thread Group 1 1-22,bin,true,,2962330,133,30,107,http://192.168.56.101/andromeda_big.jpg,4,0,1
1608200054178,4,HTTP Request small,200,OK,Thread Group 2 2-47,bin,true,,152918,133,47,108,http://192.168.56.101/jupiter_small.jpg,2,0,1
1608200054211,13,HTTP Request small,200,OK,Thread Group 3 3-7,bin,true,,152918,133,31,108,http://192.168.56.101/jupiter_small.jpg,8,0,4
1608200054205,51,HTTP Request mid,200,OK,Thread Group 3 3-19,bin,true,,1031745,133,31,108,http://192.168.56.101/cassiopea_mid.jpg,5,0,2
1608200054222,51,HTTP Request mid,200,OK,Thread Group 2 2-3,bin,true,,1031745,133,47,108,http://192.168.56.101/cassiopea_mid.jpg,5,0,2
1608200054244,66,HTTP Request big,200,OK,Thread Group 2 2-21,bin,true,,2962330,133,47,108,http://192.168.56.101/andromeda_big.jpg,4,0,2
1608200054576,11,HTTP Request small,200,OK,Thread Group 1 1-15,bin,true,,152918,133,30,108,http://192.168.56.101/jupiter_small.jpg,6,0,2
1608200054590,39,HTTP Request mid,200,OK,Thread Group 1 1-10,bin,true,,1031745,133,30,108,http://192.168.56.101/cassiopea_mid.jpg,10,0,5
1608200055069,49,HTTP Request big,200,OK,Thread Group 1 1-7,bin,true,,2962330,133,30,108,http://192.168.56.101/andromeda_big.jpg,4,0,2
1608200055271,15,HTTP Request small,200,OK,Thread Group 3 3-32,bin,true,,152918,133,32,109,http://192.168.56.101/jupiter_small.jpg,9,0,4
1608200055585,45,HTTP Request big,200,OK,Thread Group 1 1-23,bin,true,,2962330,133,30,109,http://192.168.56.101/andromeda_big.jpg,2,0,0
1608200056235,10,HTTP Request small,200,OK,Thread Group 2 2-48,bin,true,,152918,133,48,110,http://192.168.56.101/jupiter_small.jpg,8,0,2
1608200056181,102,HTTP Request mid,200,OK,Thread Group 2 2-32,bin,true,,1031745,133,48,110,http://192.168.56.101/cassiopea_mid.jpg,3,0,1
1608200057073,9,HTTP Request small,200,OK,Thread Group 1 1-16,bin,true,,152918,133,30,110,http://192.168.56.101/jupiter_small.jpg,6,0,2
1608200057090,56,HTTP Request big,200,OK,Thread Group 1 1-24,bin,true,,2962330,133,30,110,http://192.168.56.101/andromeda_big.jpg,1,0,1
1608200057580,5,HTTP Request small,200,OK,Thread Group 1 1-5,bin,true,,152918,133,30,110,http://192.168.56.101/jupiter_small.jpg,2,0,1
1608200057577,20,HTTP Request mid,200,OK,Thread Group 1 1-11,bin,true,,1031745,133,30,110,http://192.168.56.101/cassiopea_mid.jpg,3,0,2
1608200058231,8,HTTP Request small,200,OK,Thread Group 2 2-49,bin,true,,152918,133,49,111,http://192.168.56.101/jupiter_small.jpg,3,0,1
1608200058273,6,HTTP Request small,200,OK,Thread Group 3 3-33,bin,true,,152918,133,33,112,http://192.168.56.101/jupiter_small.jpg,4,0,1
1608200058595,62,HTTP Request big,200,OK,Thread Group 1 1-25,bin,true,,2962330,133,30,112,http://192.168.56.101/andromeda_big.jpg,2,0,1
1608200059078,12,HTTP Request small,200,OK,Thread Group 1 1-17,bin,true,,152918,133,30,112,http://192.168.56.101/jupiter_small.jpg,6,0,2
1608200059233,76,HTTP Request mid,200,OK,Thread Group 2 2-33,bin,true,,1031745,133,49,112,http://192.168.56.101/cassiopea_mid.jpg,7,0,2
1608200059264,79,HTTP Request mid,200,OK,Thread Group 3 3-20,bin,true,,1031745,133,33,112,http://192.168.56.101/cassiopea_mid.jpg,12,0,3
1608200059259,120,HTTP Request big,200,OK,Thread Group 3 3-12,bin,true,,2962330,133,33,112,http://192.168.56.101/andromeda_big.jpg,23,0,2
1608200059244,152,HTTP Request big,200,OK,Thread Group 2 2-22,bin,true,,2962330,133,49,112,http://192.168.56.101/andromeda_big.jpg,14,0,2
1608200060135,13,HTTP Request small,200,OK,Thread Group 2 2-15,bin,true,,152918,133,49,112,http://192.168.56.101/jupiter_small.jpg,12,0,6
1608200060097,56,HTTP Request big,200,OK,Thread Group 1 1-26,bin,true,,2962330,133,30,112,http://192.168.56.101/andromeda_big.jpg,1,0,1
1608200060118,38,HTTP Request mid,200,OK,Thread Group 2 2-10,bin,true,,1031745,133,49,112,http://192.168.56.101/cassiopea_mid.jpg,11,0,4
1608200060176,2,HTTP Request small,200,OK,Thread Group 2 2-50,bin,true,,152918,133,50,113,http://192.168.56.101/jupiter_small.jpg,1,0,0
1608200061072,10,HTTP Request small,200,OK,Thread Group 1 1-18,bin,true,,152918,133,30,113,http://192.168.56.101/jupiter_small.jpg,7,0,1
1608200061071,40,HTTP Request big,200,OK,Thread Group 1 1-8,bin,true,,2962330,133,30,113,http://192.168.56.101/andromeda_big.jpg,3,0,2
1608200061215,3,HTTP Request small,200,OK,Thread Group 3 3-34,bin,true,,152918,133,34,114,http://192.168.56.101/jupiter_small.jpg,1,0,0
1608200061591,22,HTTP Request mid,200,OK,Thread Group 1 1-12,bin,true,,1031745,133,30,114,http://192.168.56.101/cassiopea_mid.jpg,3,0,2
1608200061602,36,HTTP Request big,200,OK,Thread Group 1 1-27,bin,true,,2962330,133,30,114,http://192.168.56.101/andromeda_big.jpg,11,0,1
1608200062177,2,HTTP Request small,200,OK,Thread Group 2 2-51,bin,true,,152918,133,51,115,http://192.168.56.101/jupiter_small.jpg,1,0,1
1608200062234,14,HTTP Request mid,200,OK,Thread Group 2 2-34,bin,true,,1031745,133,51,115,http://192.168.56.101/cassiopea_mid.jpg,3,0,1
1608200063096,51,HTTP Request big,200,OK,Thread Group 1 1-28,bin,true,,2962330,133,30,115,http://192.168.56.101/andromeda_big.jpg,6,0,2
1608200063178,50,HTTP Request big,200,OK,Thread Group 2 2-23,bin,true,,2962330,133,51,115,http://192.168.56.101/andromeda_big.jpg,2,0,1
1608200063176,58,HTTP Request big,200,OK,Thread Group 2 2-7,bin,true,,2962330,133,51,115,http://192.168.56.101/andromeda_big.jpg,2,0,1
1608200063574,4,HTTP Request small,200,OK,Thread Group 1 1-19,bin,true,,152918,133,30,115,http://192.168.56.101/jupiter_small.jpg,2,0,1
1608200064223,4,HTTP Request small,200,OK,Thread Group 3 3-35,bin,true,,152918,133,35,117,http://192.168.56.101/jupiter_small.jpg,2,0,1
1608200064227,3,HTTP Request small,200,OK,Thread Group 2 2-52,bin,true,,152918,133,52,117,http://192.168.56.101/jupiter_small.jpg,2,0,1
1608200064267,30,HTTP Request mid,200,OK,Thread Group 3 3-21,bin,true,,1031745,133,35,117,http://192.168.56.101/cassiopea_mid.jpg,21,0,16
1608200064579,32,HTTP Request mid,200,OK,Thread Group 1 1-13,bin,true,,1031745,133,30,117,http://192.168.56.101/cassiopea_mid.jpg,6,0,2
1608200064600,47,HTTP Request big,200,OK,Thread Group 1 1-29,bin,true,,2962330,133,30,117,http://192.168.56.101/andromeda_big.jpg,5,0,1
1608200065179,22,HTTP Request mid,200,OK,Thread Group 2 2-35,bin,true,,1031745,133,52,117,http://192.168.56.101/cassiopea_mid.jpg,4,0,2
1608200066071,6,HTTP Request small,200,OK,Thread Group 1 1-20,bin,true,,152918,133,30,117,http://192.168.56.101/jupiter_small.jpg,4,0,2
1608200066068,28,HTTP Request mid,200,OK,Thread Group 1 1-4,bin,true,,1031745,133,30,117,http://192.168.56.101/cassiopea_mid.jpg,3,0,2
1608200066119,19,HTTP Request small,200,OK,Thread Group 1 1-6,bin,true,,152918,133,30,117,http://192.168.56.101/jupiter_small.jpg,10,0,4
1608200066094,74,HTTP Request big,200,OK,Thread Group 1 1-30,bin,true,,2962330,133,30,117,http://192.168.56.101/andromeda_big.jpg,4,0,2
1608200066229,14,HTTP Request small,200,OK,Thread Group 2 2-53,bin,true,,152918,133,53,118,http://192.168.56.101/jupiter_small.jpg,8,0,1
1608200066257,80,HTTP Request big,200,OK,Thread Group 3 3-13,bin,true,,2962330,133,35,118,http://192.168.56.101/andromeda_big.jpg,17,0,4
1608200066230,111,HTTP Request big,200,OK,Thread Group 1 1-9,bin,true,,2962330,133,30,118,http://192.168.56.101/andromeda_big.jpg,6,0,3
1608200067134,5,HTTP Request small,200,OK,Thread Group 2 2-16,bin,true,,152918,133,53,118,http://192.168.56.101/jupiter_small.jpg,4,0,2
1608200067273,10,HTTP Request small,200,OK,Thread Group 3 3-36,bin,true,,152918,133,36,119,http://192.168.56.101/jupiter_small.jpg,5,0,3
1608200067568,12,HTTP Request small,200,OK,Thread Group 1 1-2,bin,true,,152918,133,30,119,http://192.168.56.101/jupiter_small.jpg,8,0,6
1608200067575,26,HTTP Request small,200,OK,Thread Group 1 1-21,bin,true,,152918,133,30,119,http://192.168.56.101/jupiter_small.jpg,17,0,2
1608200067580,49,HTTP Request mid,200,OK,Thread Group 1 1-14,bin,true,,1031745,133,30,119,http://192.168.56.101/cassiopea_mid.jpg,23,0,3
1608200067567,113,HTTP Request big,200,OK,Thread Group 1 1-1,bin,true,,2962330,133,30,119,http://192.168.56.101/andromeda_big.jpg,36,0,3
1608200067568,120,HTTP Request big,200,OK,Thread Group 1 1-3,bin,true,,2962330,133,30,119,http://192.168.56.101/andromeda_big.jpg,10,0,6
1608200068177,8,HTTP Request small,200,OK,Thread Group 2 2-54,bin,true,,152918,133,54,120,http://192.168.56.101/jupiter_small.jpg,4,0,1
1608200068177,57,HTTP Request mid,200,OK,Thread Group 2 2-36,bin,true,,1031745,133,54,120,http://192.168.56.101/cassiopea_mid.jpg,6,0,2
1608200068171,72,HTTP Request big,200,OK,Thread Group 2 2-24,bin,true,,2962330,133,54,120,http://192.168.56.101/andromeda_big.jpg,2,0,1
1608200069086,7,HTTP Request small,200,OK,Thread Group 1 1-22,bin,true,,152918,133,30,120,http://192.168.56.101/jupiter_small.jpg,4,0,2
1608200069129,47,HTTP Request mid,200,OK,Thread Group 2 2-11,bin,true,,1031745,133,54,120,http://192.168.56.101/cassiopea_mid.jpg,18,0,2
1608200069115,73,HTTP Request big,200,OK,Thread Group 2 2-1,bin,true,,2962330,133,54,120,http://192.168.56.101/andromeda_big.jpg,5,0,3
1608200069220,6,HTTP Request small,200,OK,Thread Group 2 2-5,bin,true,,152918,133,54,120,http://192.168.56.101/jupiter_small.jpg,4,0,3
1608200069225,29,HTTP Request mid,200,OK,Thread Group 3 3-22,bin,true,,1031745,133,36,120,http://192.168.56.101/cassiopea_mid.jpg,3,0,1
1608200069258,5,HTTP Request small,200,OK,Thread Group 3 3-8,bin,true,,152918,133,36,120,http://192.168.56.101/jupiter_small.jpg,2,0,1
1608200069576,52,HTTP Request mid,200,OK,Thread Group 1 1-15,bin,true,,1031745,133,30,120,http://192.168.56.101/cassiopea_mid.jpg,2,0,1
1608200069590,63,HTTP Request big,200,OK,Thread Group 1 1-10,bin,true,,2962330,133,30,120,http://192.168.56.101/andromeda_big.jpg,5,0,2
1608200070069,8,HTTP Request small,200,OK,Thread Group 1 1-7,bin,true,,152918,133,30,120,http://192.168.56.101/jupiter_small.jpg,4,0,1
1608200070176,15,HTTP Request small,200,OK,Thread Group 2 2-55,bin,true,,152918,133,55,121,http://192.168.56.101/jupiter_small.jpg,7,0,3
1608200070210,62,HTTP Request big,200,OK,Thread Group 3 3-3,bin,true,,2962330,133,36,121,http://192.168.56.101/andromeda_big.jpg,5,0,3
1608200070275,7,HTTP Request small,200,OK,Thread Group 3 3-37,bin,true,,152918,133,37,122,http://192.168.56.101/jupiter_small.jpg,4,0,2
1608200070264,37,HTTP Request mid,200,OK,Thread Group 3 3-5,bin,true,,1031745,133,37,122,http://192.168.56.101/cassiopea_mid.jpg,8,0,3
1608200070585,2,HTTP Request small,200,OK,Thread Group 1 1-23,bin,true,,152918,133,30,122,http://192.168.56.101/jupiter_small.jpg,1,0,0
1608200071233,25,HTTP Request mid,200,OK,Thread Group 2 2-37,bin,true,,1031745,133,55,122,http://192.168.56.101/cassiopea_mid.jpg,3,0,1
1608200072073,12,HTTP Request mid,200,OK,Thread Group 1 1-16,bin,true,,1031745,133,30,122,http://192.168.56.101/cassiopea_mid.jpg,3,0,1
1608200072090,5,HTTP Request small,200,OK,Thread Group 1 1-24,bin,true,,152918,133,30,122,http://192.168.56.101/jupiter_small.jpg,2,0,1
1608200072168,22,HTTP Request big,200,OK,Thread Group 2 2-25,bin,true,,2962330,133,55,122,http://192.168.56.101/andromeda_big.jpg,1,0,0
1608200072228,8,HTTP Request small,200,OK,Thread Group 2 2-56,bin,true,,152918,133,56,123,http://192.168.56.101/jupiter_small.jpg,7,0,1
1608200072579,61,HTTP Request mid,200,OK,Thread Group 1 1-5,bin,true,,1031745,133,30,123,http://192.168.56.101/cassiopea_mid.jpg,2,0,1
1608200072578,80,HTTP Request big,200,OK,Thread Group 1 1-11,bin,true,,2962330,133,30,123,http://192.168.56.101/andromeda_big.jpg,6,0,1
1608200073240,2,HTTP Request small,200,OK,Thread Group 3 3-38,bin,true,,152918,133,38,124,http://192.168.56.101/jupiter_small.jpg,1,0,0
1608200073595,5,HTTP Request small,200,OK,Thread Group 1 1-25,bin,true,,152918,133,30,124,http://192.168.56.101/jupiter_small.jpg,3,0,1
1608200074078,45,HTTP Request mid,200,OK,Thread Group 1 1-17,bin,true,,1031745,133,30,124,http://192.168.56.101/cassiopea_mid.jpg,5,0,2
1608200074179,41,HTTP Request mid,200,OK,Thread Group 2 2-38,bin,true,,1031745,133,56,124,http://192.168.56.101/cassiopea_mid.jpg,6,0,2
1608200074232,7,HTTP Request small,200,OK,Thread Group 2 2-57,bin,true,,152918,133,57,125,http://192.168.56.101/jupiter_small.jpg,5,0,2
1608200074204,53,HTTP Request mid,200,OK,Thread Group 3 3-23,bin,true,,1031745,133,38,125,http://192.168.56.101/cassiopea_mid.jpg,7,0,3
1608200074249,16,HTTP Request small,200,OK,Thread Group 2 2-17,bin,true,,152918,133,57,125,http://192.168.56.101/jupiter_small.jpg,13,0,4
1608200075096,5,HTTP Request small,200,OK,Thread Group 1 1-26,bin,true,,152918,133,30,125,http://192.168.56.101/jupiter_small.jpg,3,0,1
1608200075212,9,HTTP Request small,200,OK,Thread Group 3 3-2,bin,true,,152918,133,38,125,http://192.168.56.101/jupiter_small.jpg,5,0,3
1608200075232,47,HTTP Request big,200,OK,Thread Group 3 3-14,bin,true,,2962330,133,38,125,http://192.168.56.101/andromeda_big.jpg,3,0,2
1608200076070,6,HTTP Request small,200,OK,Thread Group 1 1-8,bin,true,,152918,133,30,125,http://192.168.56.101/jupiter_small.jpg,4,0,2
1608200076072,18,HTTP Request mid,200,OK,Thread Group 1 1-18,bin,true,,1031745,133,30,125,http://192.168.56.101/cassiopea_mid.jpg,5,0,2
1608200076178,8,HTTP Request small,200,OK,Thread Group 2 2-58,bin,true,,152918,133,58,126,http://192.168.56.101/jupiter_small.jpg,4,0,2
1608200076215,3,HTTP Request small,200,OK,Thread Group 3 3-39,bin,true,,152918,133,39,127,http://192.168.56.101/jupiter_small.jpg,2,0,1
1608200076600,12,HTTP Request small,200,OK,Thread Group 1 1-27,bin,true,,152918,133,30,127,http://192.168.56.101/jupiter_small.jpg,7,0,2
1608200076591,81,HTTP Request big,200,OK,Thread Group 1 1-12,bin,true,,2962330,133,30,127,http://192.168.56.101/andromeda_big.jpg,4,0,2
1608200077088,19,HTTP Request mid,200,OK,Thread Group 2 2-39,bin,true,,1031745,133,58,127,http://192.168.56.101/cassiopea_mid.jpg,2,0,1
1608200077235,29,HTTP Request big,200,OK,Thread Group 2 2-26,bin,true,,2962330,133,58,127,http://192.168.56.101/andromeda_big.jpg,2,0,1
1608200078093,20,HTTP Request small,200,OK,Thread Group 2 2-59,bin,true,,152918,133,59,128,http://192.168.56.101/jupiter_small.jpg,5,0,2
1608200078097,17,HTTP Request small,200,OK,Thread Group 1 1-28,bin,true,,152918,133,30,128,http://192.168.56.101/jupiter_small.jpg,7,0,2
1608200078117,36,HTTP Request mid,200,OK,Thread Group 2 2-12,bin,true,,1031745,133,59,128,http://192.168.56.101/cassiopea_mid.jpg,5,0,2
1608200078574,14,HTTP Request mid,200,OK,Thread Group 1 1-19,bin,true,,1031745,133,30,128,http://192.168.56.101/cassiopea_mid.jpg,2,0,1
1608200079272,8,HTTP Request small,200,OK,Thread Group 3 3-40,bin,true,,152918,133,40,129,http://192.168.56.101/jupiter_small.jpg,6,0,3
1608200079267,18,HTTP Request mid,200,OK,Thread Group 3 3-24,bin,true,,1031745,133,40,129,http://192.168.56.101/cassiopea_mid.jpg,3,0,1
1608200079600,3,HTTP Request small,200,OK,Thread Group 1 1-29,bin,true,,152918,133,30,129,http://192.168.56.101/jupiter_small.jpg,2,0,1
1608200079579,41,HTTP Request big,200,OK,Thread Group 1 1-13,bin,true,,2962330,133,30,129,http://192.168.56.101/andromeda_big.jpg,4,0,2
1608200080141,18,HTTP Request small,200,OK,Thread Group 2 2-18,bin,true,,152918,133,59,129,http://192.168.56.101/jupiter_small.jpg,14,0,2
1608200080176,12,HTTP Request mid,200,OK,Thread Group 2 2-40,bin,true,,1031745,133,59,129,http://192.168.56.101/cassiopea_mid.jpg,2,0,1
1608200080228,7,HTTP Request small,200,OK,Thread Group 2 2-60,bin,true,,152918,133,60,130,http://192.168.56.101/jupiter_small.jpg,4,0,3
1608200081095,8,HTTP Request small,200,OK,Thread Group 1 1-30,bin,true,,152918,133,30,130,http://192.168.56.101/jupiter_small.jpg,4,0,1
1608200081070,39,HTTP Request mid,200,OK,Thread Group 1 1-20,bin,true,,1031745,133,30,130,http://192.168.56.101/cassiopea_mid.jpg,6,0,2
1608200081119,43,HTTP Request mid,200,OK,Thread Group 1 1-6,bin,true,,1031745,133,30,130,http://192.168.56.101/cassiopea_mid.jpg,2,0,0
1608200081068,101,HTTP Request big,200,OK,Thread Group 1 1-4,bin,true,,2962330,133,30,130,http://192.168.56.101/andromeda_big.jpg,15,0,2
1608200081230,15,HTTP Request small,200,OK,Thread Group 1 1-9,bin,true,,152918,133,30,130,http://192.168.56.101/jupiter_small.jpg,12,0,2
1608200081184,109,HTTP Request big,200,OK,Thread Group 2 2-8,bin,true,,2962330,133,60,130,http://192.168.56.101/andromeda_big.jpg,6,0,2
1608200081184,114,HTTP Request big,200,OK,Thread Group 2 2-27,bin,true,,2962330,133,60,130,http://192.168.56.101/andromeda_big.jpg,8,0,2
1608200082274,18,HTTP Request small,200,OK,Thread Group 3 3-41,bin,true,,152918,133,41,131,http://192.168.56.101/jupiter_small.jpg,11,0,2
1608200082210,125,HTTP Request big,200,OK,Thread Group 3 3-1,bin,true,,2962330,133,41,131,http://192.168.56.101/andromeda_big.jpg,5,0,2
1608200082206,142,HTTP Request big,200,OK,Thread Group 3 3-15,bin,true,,2962330,133,41,131,http://192.168.56.101/andromeda_big.jpg,3,0,1
1608200082568,43,HTTP Request small,200,OK,Thread Group 1 1-3,bin,true,,152918,133,30,131,http://192.168.56.101/jupiter_small.jpg,33,0,1
1608200082567,52,HTTP Request small,200,OK,Thread Group 1 1-1,bin,true,,152918,133,30,131,http://192.168.56.101/jupiter_small.jpg,5,0,2
1608200082568,91,HTTP Request mid,200,OK,Thread Group 1 1-2,bin,true,,1031745,133,30,131,http://192.168.56.101/cassiopea_mid.jpg,6,0,1
1608200082575,89,HTTP Request mid,200,OK,Thread Group 1 1-21,bin,true,,1031745,133,30,131,http://192.168.56.101/cassiopea_mid.jpg,5,0,2
1608200082579,104,HTTP Request big,200,OK,Thread Group 1 1-14,bin,true,,2962330,133,30,131,http://192.168.56.101/andromeda_big.jpg,5,0,4
1608200083231,21,HTTP Request mid,200,OK,Thread Group 2 2-41,bin,true,,1031745,133,60,131,http://192.168.56.101/cassiopea_mid.jpg,3,0,1
1608200084085,22,HTTP Request mid,200,OK,Thread Group 1 1-22,bin,true,,1031745,133,30,131,http://192.168.56.101/cassiopea_mid.jpg,3,0,1
1608200084211,6,HTTP Request small,200,OK,Thread Group 3 3-9,bin,true,,152918,133,41,131,http://192.168.56.101/jupiter_small.jpg,3,0,1
1608200084269,39,HTTP Request mid,200,OK,Thread Group 3 3-25,bin,true,,1031745,133,41,131,http://192.168.56.101/cassiopea_mid.jpg,6,0,3
1608200084590,9,HTTP Request small,200,OK,Thread Group 1 1-10,bin,true,,152918,133,30,131,http://192.168.56.101/jupiter_small.jpg,7,0,3
1608200084577,50,HTTP Request big,200,OK,Thread Group 1 1-15,bin,true,,2962330,133,30,131,http://192.168.56.101/andromeda_big.jpg,2,0,1
1608200085069,21,HTTP Request mid,200,OK,Thread Group 1 1-7,bin,true,,1031745,133,30,131,http://192.168.56.101/cassiopea_mid.jpg,2,0,1
1608200085218,8,HTTP Request small,200,OK,Thread Group 3 3-42,bin,true,,152918,133,42,132,http://192.168.56.101/jupiter_small.jpg,5,0,4
1608200085584,16,HTTP Request mid,200,OK,Thread Group 1 1-23,bin,true,,1031745,133,30,132,http://192.168.56.101/cassiopea_mid.jpg,2,0,1
1608200086089,35,HTTP Request mid,200,OK,Thread Group 2 2-42,bin,true,,1031745,133,60,132,http://192.168.56.101/cassiopea_mid.jpg,5,0,1
1608200086182,51,HTTP Request big,200,OK,Thread Group 2 2-28,bin,true,,2962330,133,60,132,http://192.168.56.101/andromeda_big.jpg,3,0,1
1608200087089,45,HTTP Request mid,200,OK,Thread Group 1 1-24,bin,true,,1031745,133,30,132,http://192.168.56.101/cassiopea_mid.jpg,11,0,6
1608200087073,97,HTTP Request big,200,OK,Thread Group 1 1-16,bin,true,,2962330,133,30,132,http://192.168.56.101/andromeda_big.jpg,4,0,2
1608200087168,20,HTTP Request small,200,OK,Thread Group 2 2-19,bin,true,,152918,133,60,132,http://192.168.56.101/jupiter_small.jpg,7,0,4
1608200087581,33,HTTP Request small,200,OK,Thread Group 1 1-11,bin,true,,152918,133,30,132,http://192.168.56.101/jupiter_small.jpg,20,0,3
1608200087580,81,HTTP Request big,200,OK,Thread Group 1 1-5,bin,true,,2962330,133,30,132,http://192.168.56.101/andromeda_big.jpg,5,0,3
1608200088217,6,HTTP Request small,200,OK,Thread Group 3 3-43,bin,true,,152918,133,43,133,http://192.168.56.101/jupiter_small.jpg,3,0,1
1608200088595,34,HTTP Request mid,200,OK,Thread Group 1 1-25,bin,true,,1031745,133,30,133,http://192.168.56.101/cassiopea_mid.jpg,4,0,2
1608200089079,61,HTTP Request big,200,OK,Thread Group 1 1-17,bin,true,,2962330,133,30,133,http://192.168.56.101/andromeda_big.jpg,1,0,1
1608200089178,38,HTTP Request mid,200,OK,Thread Group 2 2-43,bin,true,,1031745,133,60,133,http://192.168.56.101/cassiopea_mid.jpg,5,0,2
1608200089208,39,HTTP Request mid,200,OK,Thread Group 3 3-26,bin,true,,1031745,133,43,133,http://192.168.56.101/cassiopea_mid.jpg,10,0,7
1608200090097,14,HTTP Request mid,200,OK,Thread Group 1 1-26,bin,true,,1031745,133,30,133,http://192.168.56.101/cassiopea_mid.jpg,2,0,1
1608200090248,36,HTTP Request mid,200,OK,Thread Group 2 2-13,bin,true,,1031745,133,60,133,http://192.168.56.101/cassiopea_mid.jpg,4,0,2
1608200090207,94,HTTP Request big,200,OK,Thread Group 2 2-29,bin,true,,2962330,133,60,133,http://192.168.56.101/andromeda_big.jpg,7,0,2
1608200091072,37,HTTP Request mid,200,OK,Thread Group 1 1-8,bin,true,,1031745,133,30,133,http://192.168.56.101/cassiopea_mid.jpg,6,0,4
1608200091128,18,HTTP Request small,200,OK,Thread Group 2 2-6,bin,true,,152918,133,60,133,http://192.168.56.101/jupiter_small.jpg,2,0,1
1608200091115,64,HTTP Request mid,200,OK,Thread Group 2 2-4,bin,true,,1031745,133,60,133,http://192.168.56.101/cassiopea_mid.jpg,12,0,8
1608200091072,132,HTTP Request big,200,OK,Thread Group 1 1-18,bin,true,,2962330,133,30,133,http://192.168.56.101/andromeda_big.jpg,10,0,2
1608200091282,25,HTTP Request small,200,OK,Thread Group 3 3-44,bin,true,,152918,133,44,134,http://192.168.56.101/jupiter_small.jpg,6,0,3
1608200091256,77,HTTP Request big,200,OK,Thread Group 3 3-16,bin,true,,2962330,133,44,134,http://192.168.56.101/andromeda_big.jpg,2,0,1
1608200091590,5,HTTP Request small,200,OK,Thread Group 1 1-12,bin,true,,152918,133,30,134,http://192.168.56.101/jupiter_small.jpg,2,0,1
